BEAT_OF_OCCURRENCE,DAMAGE_PER_BEAT,PRIM_CONTRIBUTORY_CAUSE,DAMAGE_PER_CAUSE,PERCENTAGE,,,
123,12122128.34,FAILING TO YIELD RIGHT-OF-WAY,1239285.821,10.22333526,,,
123,12122128.34,UNABLE TO DETERMINE,2287276.43,18.8686043,,,
123,12122128.34,BICYCLE ADVANCING LEGALLY ON RED LIGHT,16944.46882,0.139781302,,,
123,12122128.34,CELL PHONE USE OTHER THAN TEXTING,18922.83506,0.15610159,,,
123,12122128.34,OPERATING VEHICLE IN ERRATIC,, , NEGLIGENT OR AGGRESSIVE MANNER,126024.6667,1.039624917
123,12122128.34,IMPROPER BACKING,425026.7194,3.506205407,,,
123,12122128.34,EXCEEDING AUTHORIZED SPEED LIMIT,13441.48771,0.110883892,,,
1231,12314512.17,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,258482.5965,2.099008007
1231,12314512.17,IMPROPER LANE USAGE,395632.9942,3.212737855,,,
1231,12314512.17,IMPROPER TURNING/NO SIGNAL,480319.103,3.900431429,,,
1231,12314512.17,IMPROPER OVERTAKING/PASSING,769443.2618,6.248264253,,,
1231,12314512.17,WEATHER,187867.0161,1.525574164,,,
1231,12314512.17,EQUIPMENT - VEHICLE CONDITION,76809.39591,0.623730724,,,
1231,12314512.17,IMPROPER BACKING,411204.2322,3.339184098,,,
1231,12314512.17,DRIVING ON WRONG SIDE/WRONG WAY,38113.16292,0.309497952,,,
1231,12314512.17,FOLLOWING TOO CLOSELY,1335924.72,10.84837711,,,
1231,12314512.17,DISREGARDING OTHER TRAFFIC SIGNS,47128.53437,0.382707278,,,
1231,12314512.17,UNABLE TO DETERMINE,3685300.322,29.92648244,,,
1231,12314512.17,FAILING TO YIELD RIGHT-OF-WAY,2454566.523,19.93230823,,,
1231,12314512.17,NOT APPLICABLE,329141.6088,2.672794539,,,
1231,12314512.17,TURNING RIGHT ON RED,0,0,,,
1231,12314512.17,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),31545.3957,0.256164396
1231,12314512.17,DISTRACTION - FROM OUTSIDE VEHICLE,48666.88913,0.395199489,,,
1231,12314512.17,EXCEEDING SAFE SPEED FOR CONDITIONS,31372.23693,0.25475826,,,
1231,12314512.17,ROAD CONSTRUCTION/MAINTENANCE,4233.386808,3.44E-02,,,
1231,12314512.17,FAILING TO REDUCE SPEED TO AVOID CRASH,360236.2616,2.925298677,,,
1231,12314512.17,DISREGARDING ROAD MARKINGS,3911.774176,3.18E-02,,,
1231,12314512.17,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,3177.662996,2.58E-02,,,
1231,12314512.17,EXCEEDING AUTHORIZED SPEED LIMIT,194641.0449,1.580582667,,,
1231,12314512.17,DISREGARDING STOP SIGN,138434.0522,1.124153765,,,
1231,12314512.17,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,130109.2075,1.056551861,,,
1231,12314512.17,DISREGARDING TRAFFIC SIGNALS,701609.8596,5.697423088,,,
1231,12314512.17,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),3785.170044,3.07E-02,,,
1231,12314512.17,EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST,22796.11738,0.185115878,
1231,12314512.17,DISTRACTION - FROM INSIDE VEHICLE,166755.8302,1.354140773,,,
1231,12314512.17,PHYSICAL CONDITION OF DRIVER,3303.81094,2.68E-02,,,
1232,15316840.83,PASSING STOPPED SCHOOL BUS,4937.086278,0.032233059,,,
1232,15316840.83,WEATHER,124379.6275,0.812044918,,,
1232,15316840.83,FAILING TO YIELD RIGHT-OF-WAY,1747805.953,11.41100813,,,
1232,15316840.83,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),96987.38096,0.633207474
1232,15316840.83,ANIMAL,2367.304072,1.55E-02,,,
1232,15316840.83,FOLLOWING TOO CLOSELY,2675063.745,17.46485306,,,
1232,15316840.83,EXCEEDING AUTHORIZED SPEED LIMIT,65239.56423,0.425933552,,,
1232,15316840.83,IMPROPER BACKING,443120.1632,2.89302584,,,
1232,15316840.83,TEXTING,2337.258944,1.53E-02,,,
1232,15316840.83,FAILING TO REDUCE SPEED TO AVOID CRASH,709180.0507,4.630067377,,,
1232,15316840.83,DISTRACTION - FROM OUTSIDE VEHICLE,44346.40508,0.2895271,,,
1232,15316840.83,EQUIPMENT - VEHICLE CONDITION,8306.576544,5.42E-02,,,
1232,15316840.83,IMPROPER LANE USAGE,685314.1472,4.474252586,,,
1232,15316840.83,IMPROPER OVERTAKING/PASSING,1097624.005,7.166125295,,,
1232,15316840.83,DISREGARDING STOP SIGN,201183.2777,1.313477628,,,
1232,15316840.83,DISREGARDING TRAFFIC SIGNALS,836056.7857,5.458415314,,,
1232,15316840.83,DRIVING ON WRONG SIDE/WRONG WAY,3753.246668,2.45E-02,,,
1232,15316840.83,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,290387.5371,1.895870958,,,
1232,15316840.83,NOT APPLICABLE,381041.7259,2.487730532,,,
1232,15316840.83,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),6464.5663,4.22E-02,,,
1232,15316840.83,DISREGARDING ROAD MARKINGS,0,0,,,
1232,15316840.83,IMPROPER TURNING/NO SIGNAL,831499.1235,5.428659424,,,
1232,15316840.83,EXCEEDING SAFE SPEED FOR CONDITIONS,47335.27805,0.309040739,,,
1232,15316840.83,UNABLE TO DETERMINE,4483979.859,29.27483486,,,
1232,15316840.83,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,243713.0946,1.591144657
1232,15316840.83,DISREGARDING OTHER TRAFFIC SIGNS,12004.52066,7.84E-02,,,
1232,15316840.83,TURNING RIGHT ON RED,17650.29566,0.11523457,,,
1232,15316840.83,ROAD CONSTRUCTION/MAINTENANCE,26248.63684,0.171371088,,,
1232,15316840.83,DISTRACTION - FROM INSIDE VEHICLE,188498.0384,1.230658727,,,
1232,15316840.83,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,1844.496577,1.20E-02,,,
1232,15316840.83,PHYSICAL CONDITION OF DRIVER,38171.08308,0.249209896,,,
1233,7770650.832,EXCEEDING SAFE SPEED FOR CONDITIONS,15271.3929,0.196526562,,,
1233,7770650.832,PASSING STOPPED SCHOOL BUS,53688.58177,0.690914866,,,
1233,7770650.832,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),82737.13824,1.064738849
1233,7770650.832,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),62328.31052,0.802098973,,,
1233,7770650.832,IMPROPER OVERTAKING/PASSING,495637.9951,6.378333113,,,
1233,7770650.832,DISREGARDING ROAD MARKINGS,5379.006739,6.92E-02,,,
1233,7770650.832,EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST,28509.18305,0.366882822,
1233,7770650.832,FAILING TO YIELD RIGHT-OF-WAY,1376376.486,17.71249945,,,
1233,7770650.832,FAILING TO REDUCE SPEED TO AVOID CRASH,140392.284,1.806699168,,,
1233,7770650.832,ROAD CONSTRUCTION/MAINTENANCE,62708.15723,0.806987196,,,
1233,7770650.832,EQUIPMENT - VEHICLE CONDITION,40501.76171,0.521214536,,,
1233,7770650.832,BICYCLE ADVANCING LEGALLY ON RED LIGHT,0,0,,,
1233,7770650.832,DISTRACTION - FROM INSIDE VEHICLE,65250.36165,0.839702659,,,
1233,7770650.832,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,10941.44472,0.14080474,,,
1233,7770650.832,WEATHER,102704.6904,1.321699979,,,
1233,7770650.832,PHYSICAL CONDITION OF DRIVER,24370.10484,0.313617294,,,
1233,7770650.832,CELL PHONE USE OTHER THAN TEXTING,26992.6366,0.347366484,,,
1233,7770650.832,DISREGARDING TRAFFIC SIGNALS,240207.877,3.091219541,,,
1233,7770650.832,NOT APPLICABLE,148370.7369,1.90937336,,,
1233,7770650.832,UNABLE TO DETERMINE,2478088.207,31.89035592,,,
1233,7770650.832,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,86233.89802,1.109738423
1233,7770650.832,DISREGARDING OTHER TRAFFIC SIGNS,20676.21713,0.266080893,,,
1233,7770650.832,DISREGARDING STOP SIGN,94636.05358,1.217865216,,,
1233,7770650.832,IMPROPER LANE USAGE,313347.9007,4.032453747,,,
1233,7770650.832,FOLLOWING TOO CLOSELY,782035.6908,10.06396643,,,
1233,7770650.832,DRIVING ON WRONG SIDE/WRONG WAY,42623.85123,0.548523568,,,
1233,7770650.832,IMPROPER TURNING/NO SIGNAL,371185.7711,4.776765538,,,
1233,7770650.832,IMPROPER BACKING,417376.872,5.371195812,,,
1233,7770650.832,TURNING RIGHT ON RED,61357.77045,0.789609156,,,
1233,7770650.832,DISTRACTION - FROM OUTSIDE VEHICLE,18481.3676,0.237835517,,,
1233,7770650.832,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,102239.0826,1.315708102,,,
1234,6294876.756,DISTRACTION - FROM OUTSIDE VEHICLE,10022.05322,0.159209681,,,
1234,6294876.756,IMPROPER TURNING/NO SIGNAL,231045.3508,3.670371316,,,
1234,6294876.756,EXCEEDING AUTHORIZED SPEED LIMIT,5286.349472,8.40E-02,,,
1234,6294876.756,WEATHER,79439.93426,1.261977594,,,
1234,6294876.756,ANIMAL,2701.455992,4.29E-02,,,
1234,6294876.756,DISTRACTION - FROM INSIDE VEHICLE,7141.681154,0.113452279,,,
1234,6294876.756,TEXTING,0,0,,,
1234,6294876.756,PHYSICAL CONDITION OF DRIVER,21455.44032,0.34083972,,,
1234,6294876.756,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,98623.60891,1.566728194,,,
1234,6294876.756,NOT APPLICABLE,169058.1207,2.685646237,,,
1234,6294876.756,FAILING TO YIELD RIGHT-OF-WAY,1014017.237,16.10861143,,,
1234,6294876.756,FAILING TO REDUCE SPEED TO AVOID CRASH,257206.9611,4.085972943,,,
1234,6294876.756,UNABLE TO DETERMINE,1888859.119,30.00629229,,,
1234,6294876.756,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),48156.42446,0.765009806,,,
1234,6294876.756,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,19868.99308,0.315637523,,,
1234,6294876.756,FOLLOWING TOO CLOSELY,926240.9577,14.71420321,,,
1234,6294876.756,DISREGARDING TRAFFIC SIGNALS,201572.5112,3.202167716,,,
1234,6294876.756,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),119599.4671,1.899949304
1234,6294876.756,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),29778.27188,0.473055677,,,
1234,6294876.756,EXCEEDING SAFE SPEED FOR CONDITIONS,24879.11343,0.395227967,,,
1234,6294876.756,IMPROPER LANE USAGE,75784.18037,1.203902528,,,
1234,6294876.756,EQUIPMENT - VEHICLE CONDITION,22805.27115,0.362283044,,,
1234,6294876.756,IMPROPER BACKING,261841.597,4.159598466,,,
1234,6294876.756,DISREGARDING STOP SIGN,327117.1204,5.196561158,,,
1234,6294876.756,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,119496.5753,1.898314772
1234,6294876.756,IMPROPER OVERTAKING/PASSING,332878.9615,5.288093387,,,
1235,9911485.609,DISTRACTION - FROM INSIDE VEHICLE,96868.86599,0.977339521,,,
1235,9911485.609,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,21218.18559,0.214076743,,,
1235,9911485.609,IMPROPER OVERTAKING/PASSING,767826.2966,7.746833592,,,
1235,9911485.609,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,157563.4509,1.589705692
1235,9911485.609,DISREGARDING OTHER TRAFFIC SIGNS,39815.51768,0.401710896,,,
1235,9911485.609,DISTRACTION - FROM OUTSIDE VEHICLE,8134.879416,8.21E-02,,,
1235,9911485.609,DRIVING ON WRONG SIDE/WRONG WAY,73832.98687,0.744923514,,,
1235,9911485.609,IMPROPER LANE USAGE,183112.5245,1.847478085,,,
1235,9911485.609,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),74773.6052,0.754413699,,,
1235,9911485.609,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,78323.86614,0.790233364,,,
1235,9911485.609,EQUIPMENT - VEHICLE CONDITION,94904.61603,0.957521604,,,
1235,9911485.609,IMPROPER TURNING/NO SIGNAL,675196.4576,6.812262906,,,
1235,9911485.609,DISREGARDING TRAFFIC SIGNALS,179235.8376,1.808365009,,,
1235,9911485.609,ROAD CONSTRUCTION/MAINTENANCE,6306.820844,6.36E-02,,,
1235,9911485.609,TURNING RIGHT ON RED,4848.737939,4.89E-02,,,
1235,9911485.609,FAILING TO YIELD RIGHT-OF-WAY,1751758.869,17.67402928,,,
1235,9911485.609,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),29281.64454,0.295431439,,,
1235,9911485.609,FAILING TO REDUCE SPEED TO AVOID CRASH,389865.5553,3.933472445,,,
1235,9911485.609,EXCEEDING SAFE SPEED FOR CONDITIONS,25941.73802,0.261734104,,,
1235,9911485.609,DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.),1183.138202,1.19E-02,
1235,9911485.609,IMPROPER BACKING,201946.5302,2.03750011,,,
1235,9911485.609,WEATHER,161292.4131,1.627328329,,,
1235,9911485.609,NOT APPLICABLE,177920.9178,1.795098382,,,
1235,9911485.609,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),119613.0633,1.206812662
1235,9911485.609,FOLLOWING TOO CLOSELY,1868219.309,18.84903417,,,
1235,9911485.609,BICYCLE ADVANCING LEGALLY ON RED LIGHT,0,0,,,
1235,9911485.609,DISREGARDING STOP SIGN,200233.7944,2.020219796,,,
1235,9911485.609,DISREGARDING ROAD MARKINGS,0,0,,,
1235,9911485.609,EXCEEDING AUTHORIZED SPEED LIMIT,23744.57941,0.239566301,,,
1235,9911485.609,UNABLE TO DETERMINE,2498521.408,25.20834421,,,
124,10969432.31,UNABLE TO DETERMINE,2843371.591,25.92086363,,,
124,10969432.31,IMPROPER LANE USAGE,612403.8086,5.582821345,,,
124,10969432.31,IMPROPER BACKING,453096.7305,4.130539462,,,
124,10969432.31,IMPROPER OVERTAKING/PASSING,808700.68,7.372311135,,,
124,10969432.31,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),13286.2885,0.121121022
124,10969432.31,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),10098.1538,9.21E-02,,,
124,10969432.31,CELL PHONE USE OTHER THAN TEXTING,22819.46154,0.208027735,,,
124,10969432.31,DISTRACTION - FROM OUTSIDE VEHICLE,33745.24256,0.307629799,,,
124,10969432.31,FAILING TO REDUCE SPEED TO AVOID CRASH,411436.2617,3.750752545,,,
124,10969432.31,DISREGARDING TRAFFIC SIGNALS,711333.6891,6.48469008,,,
124,10969432.31,NOT APPLICABLE,233472.8915,2.128395388,,,
124,10969432.31,EXCEEDING AUTHORIZED SPEED LIMIT,100965.9117,0.920429689,,,
124,10969432.31,WEATHER,151279.6303,1.379101725,,,
124,10969432.31,DISREGARDING OTHER TRAFFIC SIGNS,214818.2523,1.958335182,,,
124,10969432.31,EXCEEDING SAFE SPEED FOR CONDITIONS,77002.97925,0.701977797,,,
124,10969432.31,TEXTING,15433.8405,0.140698626,,,
124,10969432.31,IMPROPER TURNING/NO SIGNAL,735726.0378,6.707056634,,,
124,10969432.31,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,240175.6622,2.189499469,,,
124,10969432.31,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,4354.131476,3.97E-02,,,
124,10969432.31,EQUIPMENT - VEHICLE CONDITION,106045.6609,0.966737911,,,
124,10969432.31,FOLLOWING TOO CLOSELY,1374019.666,12.52589585,,,
124,10969432.31,DISREGARDING YIELD SIGN,6162.635664,5.62E-02,,,
124,10969432.31,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,40876.65102,0.372641444
124,10969432.31,DISREGARDING ROAD MARKINGS,40316.32777,0.367533402,,,
124,10969432.31,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),7740.821611,0.070567203,,,
124,10969432.31,DISTRACTION - FROM INSIDE VEHICLE,56424.54556,0.514379814,,,
124,10969432.31,DISREGARDING STOP SIGN,12014.00932,0.109522617,,,
124,10969432.31,FAILING TO YIELD RIGHT-OF-WAY,1589939.976,14.49427764,,,
124,10969432.31,ROAD CONSTRUCTION/MAINTENANCE,16399.76082,0.149504189,,,
124,10969432.31,EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST,25971.01536,0.236758062,
131,9434974.448,EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST,6832.380508,7.24E-02,
131,9434974.448,FAILING TO YIELD RIGHT-OF-WAY,1268724.731,13.44703939,,,
131,9434974.448,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),12571.01128,0.133238424,,,
131,9434974.448,ROAD CONSTRUCTION/MAINTENANCE,13393.76801,0.14195871,,,
131,9434974.448,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),18447.32793,0.195520698
131,9434974.448,UNABLE TO DETERMINE,2090103.498,22.15272028,,,
131,9434974.448,DISTRACTION - FROM INSIDE VEHICLE,14566.58081,0.154389192,,,
131,9434974.448,IMPROPER LANE USAGE,700704.5619,7.426671537,,,
131,9434974.448,IMPROPER OVERTAKING/PASSING,954723.9576,10.11898827,,,
131,9434974.448,DISREGARDING YIELD SIGN,18305.53499,0.194017854,,,
131,9434974.448,WEATHER,70979.69042,0.752304003,,,
131,9434974.448,DISREGARDING STOP SIGN,41576.79357,0.440666732,,,
131,9434974.448,FAILING TO REDUCE SPEED TO AVOID CRASH,377309.0286,3.99904664,,,
131,9434974.448,DISTRACTION - FROM OUTSIDE VEHICLE,713.6635525,7.56E-03,,,
131,9434974.448,EQUIPMENT - VEHICLE CONDITION,74659.59949,0.791306854,,,
131,9434974.448,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,61261.95508,0.649307059
131,9434974.448,NOT APPLICABLE,183046.8268,1.940088209,,,
131,9434974.448,IMPROPER BACKING,569403.1796,6.035026196,,,
131,9434974.448,EXCEEDING SAFE SPEED FOR CONDITIONS,78264.51882,0.8295149,,,
131,9434974.448,FOLLOWING TOO CLOSELY,1501658.088,15.9158681,,,
131,9434974.448,EXCEEDING AUTHORIZED SPEED LIMIT,0,0,,,
131,9434974.448,DISREGARDING ROAD MARKINGS,12133.24323,0.128598581,,,
131,9434974.448,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),43188.10909,0.457744844,,,
131,9434974.448,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,1157.264594,0.012265689,,,
131,9434974.448,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,264691.1682,2.805425384,,,
131,9434974.448,PHYSICAL CONDITION OF DRIVER,7830.207257,8.30E-02,,,
131,9434974.448,IMPROPER TURNING/NO SIGNAL,573156.7663,6.074809947,,,
131,9434974.448,DISREGARDING TRAFFIC SIGNALS,415824.0401,4.407261963,,,
131,9434974.448,DISREGARDING OTHER TRAFFIC SIGNS,12650.13935,0.134077092,,,
131,9434974.448,TURNING RIGHT ON RED,20302.63695,0.215184864,,,
131,9434974.448,DRIVING ON WRONG SIDE/WRONG WAY,26794.17801,0.283987817,,,
132,11551037.38,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,285653.7191,2.472970259,,,
132,11551037.38,IMPROPER OVERTAKING/PASSING,904579.3087,7.831152118,,,
132,11551037.38,TEXTING,0,0,,,
132,11551037.38,FAILING TO REDUCE SPEED TO AVOID CRASH,1020613.739,8.835688993,,,
132,11551037.38,EXCEEDING AUTHORIZED SPEED LIMIT,67171.49499,0.581519155,,,
132,11551037.38,DRIVING ON WRONG SIDE/WRONG WAY,59123.2192,0.511843372,,,
132,11551037.38,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,13067.96321,0.113132377,,,
132,11551037.38,ROAD CONSTRUCTION/MAINTENANCE,17539.78554,0.151845977,,,
132,11551037.38,DISTRACTION - FROM INSIDE VEHICLE,242953.1046,2.103301171,,,
132,11551037.38,IMPROPER LANE USAGE,864776.3345,7.486568572,,,
132,11551037.38,EQUIPMENT - VEHICLE CONDITION,39488.68001,0.341862628,,,
132,11551037.38,EXCEEDING SAFE SPEED FOR CONDITIONS,206189.7478,1.785032296,,,
132,11551037.38,UNABLE TO DETERMINE,2600894.208,22.51654221,,,
132,11551037.38,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),10690.86212,9.26E-02,,,
132,11551037.38,FOLLOWING TOO CLOSELY,2208028.983,19.11541717,,,
132,11551037.38,NOT APPLICABLE,219125.338,1.897018689,,,
132,11551037.38,DISREGARDING STOP SIGN,151419.4533,1.310873199,,,
132,11551037.38,DISREGARDING TRAFFIC SIGNALS,173136.4141,1.498881948,,,
132,11551037.38,PHYSICAL CONDITION OF DRIVER,12798.41842,0.110798866,,,
132,11551037.38,EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST,9240.113868,8.00E-02,
132,11551037.38,DISREGARDING OTHER TRAFFIC SIGNS,42596.30625,0.368766067,,,
132,11551037.38,WEATHER,184756.0475,1.599475799,,,
132,11551037.38,IMPROPER TURNING/NO SIGNAL,613559.7551,5.31172859,,,
132,11551037.38,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,72182.64199,0.624901813
132,11551037.38,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),51344.41863,0.444500498
132,11551037.38,DISTRACTION - FROM OUTSIDE VEHICLE,80458.41374,0.696547081,,,
132,11551037.38,IMPROPER BACKING,179234.4219,1.551673811,,,
132,11551037.38,FAILING TO YIELD RIGHT-OF-WAY,1220414.491,10.56541028,,,
133,3992710.788,DRIVING ON WRONG SIDE/WRONG WAY,0,0,,,
133,3992710.788,FAILING TO REDUCE SPEED TO AVOID CRASH,174072.2466,4.359750953,,,
133,3992710.788,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),1893.253652,4.74E-02,,,
133,3992710.788,NOT APPLICABLE,75029.56132,1.879163438,,,
133,3992710.788,DISTRACTION - FROM INSIDE VEHICLE,58360.75366,1.46168247,,,
133,3992710.788,UNABLE TO DETERMINE,1065760.196,26.692647,,,
133,3992710.788,PHYSICAL CONDITION OF DRIVER,36054.7266,0.90301373,,,
133,3992710.788,WEATHER,25823.82697,0.646774293,,,
133,3992710.788,IMPROPER LANE USAGE,287835.1917,7.209016806,,,
133,3992710.788,EXCEEDING AUTHORIZED SPEED LIMIT,10326.86645,0.258642987,,,
133,3992710.788,ROAD CONSTRUCTION/MAINTENANCE,0,0,,,
133,3992710.788,IMPROPER TURNING/NO SIGNAL,152289.4636,3.814187194,,,
133,3992710.788,IMPROPER OVERTAKING/PASSING,248738.5982,6.22981757,,,
133,3992710.788,FOLLOWING TOO CLOSELY,482228.4464,12.07772043,,,
133,3992710.788,DISREGARDING TRAFFIC SIGNALS,225457.2362,5.646720943,,,
133,3992710.788,MOTORCYCLE ADVANCING LEGALLY ON RED LIGHT,2429.778245,6.09E-02,,,
133,3992710.788,DISREGARDING STOP SIGN,84963.98599,2.12797747,,,
133,3992710.788,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,19754.17913,0.494756074
133,3992710.788,EQUIPMENT - VEHICLE CONDITION,64445.78554,1.614085992,,,
133,3992710.788,FAILING TO YIELD RIGHT-OF-WAY,452977.9335,11.34512259,,,
133,3992710.788,DISTRACTION - FROM OUTSIDE VEHICLE,21331.80382,0.534268695,,,
133,3992710.788,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,716.8657084,1.80E-02,,,
133,3992710.788,EXCEEDING SAFE SPEED FOR CONDITIONS,32706.65241,0.819159066,,,
133,3992710.788,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),63398.0545,1.587844897
133,3992710.788,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),18757.07942,0.469783073,,,
133,3992710.788,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,219851.5828,5.50632376,,,
133,3992710.788,DISREGARDING ROAD MARKINGS,0,0,,,
133,3992710.788,IMPROPER BACKING,167506.719,4.195313107,,,
1411,9141010.95,EXCEEDING AUTHORIZED SPEED LIMIT,70467.46317,0.770893543,,,
1411,9141010.95,TURNING RIGHT ON RED,9455.92876,0.103445109,,,
1411,9141010.95,DISREGARDING YIELD SIGN,25387.01218,0.277726526,,,
1411,9141010.95,IMPROPER TURNING/NO SIGNAL,514115.3887,5.624272758,,,
1411,9141010.95,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,185063.8026,2.024544152,,,
1411,9141010.95,OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER,120016.6325,1.312947038
1411,9141010.95,DISTRACTION - FROM OUTSIDE VEHICLE,44582.54549,0.487720075,,,
1411,9141010.95,IMPROPER LANE USAGE,361558.5758,3.955345615,,,
1411,9141010.95,ROAD CONSTRUCTION/MAINTENANCE,1924.998841,2.11E-02,,,
1411,9141010.95,IMPROPER BACKING,246260.1565,2.694014457,,,
1411,9141010.95,NOT APPLICABLE,83274.27794,0.91099637,,,
1411,9141010.95,DISREGARDING TRAFFIC SIGNALS,261820.5461,2.864240591,,,
1411,9141010.95,UNABLE TO DETERMINE,2362484.612,25.84489423,,,
1411,9141010.95,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),26839.72048,0.293618732,,,
1411,9141010.95,IMPROPER OVERTAKING/PASSING,350828.1585,3.837957972,,,
1411,9141010.95,FOLLOWING TOO CLOSELY,1416145.764,15.4922226,,,
1411,9141010.95,PHYSICAL CONDITION OF DRIVER,37553.85922,0.410828293,,,
1411,9141010.95,WEATHER,103239.7121,1.129412411,,,
1411,9141010.95,VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.),69268.56287,0.757777922
1411,9141010.95,DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.),31957.57948,0.349606621,
1411,9141010.95,DISREGARDING OTHER TRAFFIC SIGNS,2142.524243,2.34E-02,,,
1411,9141010.95,FAILING TO REDUCE SPEED TO AVOID CRASH,409067.6751,4.475081338,,,
1411,9141010.95,EXCEEDING SAFE SPEED FOR CONDITIONS,59081.30594,0.646332296,,,
1411,9141010.95,DRIVING ON WRONG SIDE/WRONG WAY,6006.834291,6.57E-02,,,
1411,9141010.95,CELL PHONE USE OTHER THAN TEXTING,27472.27374,0.300538681,,,
1411,9141010.95,DISTRACTION - FROM INSIDE VEHICLE,84792.89594,0.927609609,,,
1411,9141010.95,FAILING TO YIELD RIGHT-OF-WAY,2062899.248,22.56751753,,,
1411,9141010.95,DISREGARDING STOP SIGN,167302.8956,1.830244998,,,
